index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey
418,537,food_processor,kitchen_appliance,2,otherprop,n03378174,food_processor.n.01
419,538,knife_rack,kitchenware,2,otherprop,n03621377,kitchenware.n.01
420,539,coffee_kettle,kitchenware,2,otherprop,n03612814,kettle.n.01
421,540,toy,toy,2,otherprop,n03964744,plaything.n.01
422,541,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
423,542,coffee_table,table,2,table,n03063968,coffee_table.n.01
424,543,coffee_table,table,2,table,n03063968,coffee_table.n.01
425,544,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
426,545,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
427,546,coffee_table,table,2,table,n03063968,coffee_table.n.01
428,547,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
429,548,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
430,549,coffee_table,table,2,table,n03063968,coffee_table.n.01
431,550,coffee_table,table,2,table,n03063968,coffee_table.n.01
432,551,coffee_table,table,2,table,n03063968,coffee_table.n.01
433,552,coffee_table,table,2,table,n03063968,coffee_table.n.01
434,553,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
435,554,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
436,555,coffee_table,table,2,table,n03063968,coffee_table.n.01
437,556,coffee_table,table,2,table,n03063968,coffee_table.n.01
438,557,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
439,558,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
440,559,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
441,560,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
442,561,coffee_table,table,2,table,n03063968,coffee_table.n.01
443,562,pool,pool,2,otherprop,n03982060,pool.n.01
444,563,coffee_table,table,2,table,n03063968,coffee_table.n.01
445,564,coffee_table,table,2,table,n03063968,coffee_table.n.01
446,565,coffee_table,table,2,table,n03063968,coffee_table.n.01
447,566,coffee_table,table,2,table,n03063968,coffee_table.n.01
448,567,coffee_table,table,2,table,n03063968,coffee_table.n.01
449,568,coffee_table,table,2,table,n03063968,coffee_table.n.01
450,569,coffee_table,table,2,table,n03063968,coffee_table.n.01
451,57,sofa,sofa,2,sofa,n04256520,sofa.n.01
452,570,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
453,577,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
454,579,coffee_table,table,2,table,n03063968,coffee_table.n.01
455,580,coffee_table,table,2,table,n03063968,coffee_table.n.01
456,586,coffee_table,table,2,table,n03063968,coffee_table.n.01
457,587,coffee_table,table,2,table,n03063968,coffee_table.n.01
458,589,coffee_table,table,2,table,n03063968,coffee_table.n.01
459,590,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
460,591,coffee_table,table,2,table,n03063968,coffee_table.n.01
461,592,coffee_table,table,2,table,n03063968,coffee_table.n.01
462,593,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
463,594,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
464,595,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
465,596,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
466,597,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
467,598,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
468,599,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
469,60,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
470,600,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
471,601,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
472,602,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
473,603,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
474,604,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
475,605,bench_chair,bench_chair,2,chair,n03001627,chair.n.01
476,606,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
477,607,shelving,shelving,2,shelves,n04190052,shelf.n.01
478,608,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
479,609,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
480,610,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
481,611,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
482,612,shelving,shelving,2,shelves,n04190052,shelf.n.01
483,613,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
484,614,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
485,615,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
486,616,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
487,617,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
488,618,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
489,620,plant,plant,2,otherprop,n00017222,plant.n.02
490,621,curtain,curtain,2,curtain,n03151077,curtain.n.01
491,622,curtain,curtain,2,curtain,n03151077,curtain.n.01
492,623,plant,plant,2,otherprop,n00017222,plant.n.02
493,624,plant,plant,2,otherprop,n00017222,plant.n.02
494,625,curtain,curtain,2,curtain,n03151077,curtain.n.01
495,626,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
496,627,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
497,628,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
498,629,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
499,63,sofa,sofa,2,sofa,n04256520,sofa.n.01
500,630,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
501,631,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
502,632,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
503,633,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
504,634,plant,plant,2,otherprop,n00017222,plant.n.02
505,635,pool,pool,2,otherprop,n03982060,pool.n.01
506,636,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
507,637,plant,plant,2,otherprop,n00017222,plant.n.02
508,638,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
509,639,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
510,64,sofa,sofa,2,sofa,n04256520,sofa.n.01
511,640,trash_can,trash_can,2,otherprop,n02946921,can.n.01
512,641,ATM,ATM,2,otherprop,n02977058,cash_machine.n.01
513,645,sofa,sofa,2,sofa,n04256520,sofa.n.01
514,646,armchair,chair,2,chair,n02738535,armchair.n.01
515,647,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
516,648,toy,toy,2,otherprop,n03964744,plaything.n.01
517,649,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
518,650,ceiling_fan,fan,2,otherprop,n03320046,fan.n.01
519,651,xbox,toy,2,otherprop,n03964744,plaything.n.01
520,652,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
521,653,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
522,654,dining_table,table,2,table,n04379243,table.n.02
523,655,dining_table,table,2,table,n04379243,table.n.02
524,656,dining_table,table,2,table,n04379243,table.n.02
525,657,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
526,658,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
527,659,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
528,660,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
529,661,range_hood,kitchen_appliance,2,otherprop,n04053677,range_hood.n.01
530,662,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
531,663,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
532,664,dining_table,table,2,table,n04379243,table.n.02
533,665,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
534,666,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
535,667,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
536,668,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
537,669,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
538,67,armchair,chair,2,chair,n02738535,armchair.n.01
539,670,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
540,671,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
541,672,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
542,673,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
543,674,shelving,shelving,2,shelves,n04190052,shelf.n.01
544,675,dining_table,table,2,table,n04379243,table.n.02
545,676,dining_table,table,2,table,n04379243,table.n.02
546,677,office_chair,chair,2,chair,n04373704,swivel_chair.n.01
547,678,fruit_bowl,kitchenware,2,otherprop,n02880940,bowl.n.03
548,679,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01
549,680,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01
550,681,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01
551,682,bench_chair,bench_chair,2,chair,n03001627,chair.n.01
552,683,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
553,684,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
554,685,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
555,686,goal_post,recreation,2,otherprop,n03820318,net.n.04
556,687,pet,pet,2,otherprop,n01318894,pet.n.01
557,688,pet,pet,2,otherprop,n01318894,pet.n.01
558,689,pet,pet,2,otherprop,n01318894,pet.n.01
559,69,armchair,chair,2,chair,n02738535,armchair.n.01
560,690,sofa,sofa,2,sofa,n04256520,sofa.n.01
561,691,outdoor_lamp,outdoor_lamp,2,lamp,n03636649,lamp.n.02
562,692,sofa,sofa,2,sofa,n04256520,sofa.n.01
563,693,armchair,chair,2,chair,n02738535,armchair.n.01
564,694,workplace,workplace,2,desk,-,-
565,695,workplace,workplace,2,desk,-,-
566,696,table_and_chair,table_and_chair,2,table,-,-
567,697,table_and_chair,table_and_chair,2,table,-,-
568,698,table_and_chair,table_and_chair,2,table,-,-
569,699,table_and_chair,table_and_chair,2,table,-,-
570,70,armchair,chair,2,chair,n02738535,armchair.n.01
571,700,sofa,sofa,2,sofa,n04256520,sofa.n.01
572,701,table_and_chair,table_and_chair,2,table,-,-
573,702,pool,pool,2,otherprop,n03982060,pool.n.01
574,703,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
575,704,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
576,705,table_and_chair,table_and_chair,2,table,-,-
577,706,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
578,707,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
579,708,outdoor_seating,outdoor_seating,2,chair,n04161981,seat.n.03
580,709,chair,chair,2,chair,n03001627,chair.n.01
581,71,coffee_table,table,2,table,n03063968,coffee_table.n.01
582,710,chair,chair,2,chair,n03001627,chair.n.01
583,711,chair,chair,2,chair,n03001627,chair.n.01
584,712,chair,chair,2,chair,n03001627,chair.n.01
585,713,coffee_table,table,2,table,n03063968,coffee_table.n.01
586,714,coffee_table,table,2,table,n03063968,coffee_table.n.01
587,715,coffee_table,table,2,table,n03063968,coffee_table.n.01
588,716,coffee_table,table,2,table,n03063968,coffee_table.n.01
589,717,plant,plant,2,otherprop,n00017222,plant.n.02
590,718,plant,plant,2,otherprop,n00017222,plant.n.02
591,719,plant,plant,2,otherprop,n00017222,plant.n.02
592,720,plant,plant,2,otherprop,n00017222,plant.n.02
593,721,plant,plant,2,otherprop,n00017222,plant.n.02
594,722,fence,fence,2,door,n03327234,fence.n.01
595,723,plant,plant,2,otherprop,n00017222,plant.n.02
596,724,plant,plant,2,otherprop,n00017222,plant.n.02
597,725,plant,plant,2,otherprop,n00017222,plant.n.02
598,726,plant,plant,2,otherprop,n00017222,plant.n.02
599,727,plant,plant,2,otherprop,n00017222,plant.n.02
600,728,plant,plant,2,otherprop,n00017222,plant.n.02
601,729,pool,pool,2,otherprop,n03982060,pool.n.01
602,73,door,door,2,door,n03221720,door.n.01
603,730,pool,pool,2,otherprop,n03982060,pool.n.01
604,731,plant,plant,2,otherprop,n00017222,plant.n.02
605,732,plant,plant,2,otherprop,n00017222,plant.n.02
606,733,plant,plant,2,otherprop,n00017222,plant.n.02
607,734,plant,plant,2,otherprop,n00017222,plant.n.02
608,735,plant,plant,2,otherprop,n00017222,plant.n.02
609,736,plant,plant,2,otherprop,n00017222,plant.n.02
610,737,plant,plant,2,otherprop,n00017222,plant.n.02
611,738,plant,plant,2,otherprop,n00017222,plant.n.02
612,739,plant,plant,2,otherprop,n00017222,plant.n.02
613,74,sink,sink,2,sink,n04223580,sink.n.01
614,740,plant,plant,2,otherprop,n00017222,plant.n.02
615,741,plant,plant,2,otherprop,n00017222,plant.n.02
616,742,plant,plant,2,otherprop,n00017222,plant.n.02
617,743,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01
618,744,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01
619,745,sofa,sofa,2,sofa,n04256520,sofa.n.01
620,746,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01
621,747,curtain,curtain,2,blinds,n03151077,curtain.n.01
622,748,curtain,curtain,2,blinds,n03151077,curtain.n.01
623,749,umbrella,outdoor_cover,2,otherprop,n04507155,umbrella.n.01
624,75,double_bed,bed,2,bed,n03225988,double_bed.n.01
625,750,curtain,curtain,2,blinds,n03151077,curtain.n.01
626,751,curtain,curtain,2,blinds,n03151077,curtain.n.01
627,752,window,window,2,window,n04587648,window.n.01
628,753,window,window,2,window,n04587648,window.n.01
629,754,window,window,2,window,n04587648,window.n.01
630,755,window,window,2,window,n04587648,window.n.01
631,756,door,door,2,door,n03221720,door.n.01
632,757,door,door,2,door,n03221720,door.n.01
633,758,door,door,2,door,n03221720,door.n.01
634,759,door,door,2,door,n03221720,door.n.01
635,760,door,door,2,door,n03221720,door.n.01
636,761,door,door,2,door,n03221720,door.n.01
637,762,door,door,2,door,n03221720,door.n.01
638,763,door,door,2,door,n03221720,door.n.01
639,764,door,door,2,door,n03221720,door.n.01
640,765,garage_door,garage_door,2,door,-,-
641,766,window,window,2,window,n04587648,window.n.01
642,767,window,window,2,window,n04587648,window.n.01
643,768,door,door,2,door,n03221720,door.n.01
644,769,door,door,2,door,n03221720,door.n.01
645,77,double_bed,bed,2,bed,n03225988,double_bed.n.01
646,770,door,door,2,door,n03221720,door.n.01
647,771,garage_door,garage_door,2,window,-,-
648,773,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
649,775,fence,fence,2,door,n03327234,fence.n.01
650,776,fence,fence,2,door,n03327234,fence.n.01
651,777,fence,fence,2,door,n03327234,fence.n.01
652,778,arch,arch,2,door,n02733524,arch.n.04
653,779,arch,arch,2,door,n02733524,arch.n.04
654,78,single_bed,bed,2,bed,n04222210,single_bed.n.01
655,780,arch,arch,2,door,n02733524,arch.n.04
656,781,picture_frame,picture_frame,2,picture,n03931765,picture_frame.n.01
657,782,stairs,stairs,1,floor,n04314914,step.n.04
658,783,stairs,stairs,1,floor,n04314914,step.n.04
659,784,stairs,stairs,1,floor,n04314914,step.n.04
660,785,stairs,stairs,1,floor,n04314914,step.n.04
661,786,plant,plant,2,otherprop,n00017222,plant.n.02
662,79,sink,sink,2,sink,n04223580,sink.n.01
663,797,roof,roof,2,otherprop,n04105068,roof.n.01
664,80,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
665,81,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
666,82,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
667,83,toilet,toilet,2,toilet,n04446276,toilet.n.01
668,85,washer,household_appliance,2,otherprop,n04554684,washer.n.03
669,86,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
670,87,sink,sink,2,sink,n04223580,sink.n.01
671,88,chair,chair,2,chair,n03001627,chair.n.01
672,89,chair,chair,2,chair,n03001627,chair.n.01
673,90,chair,chair,2,chair,n03001627,chair.n.01
674,91,chair,chair,2,chair,n03001627,chair.n.01
675,92,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
676,93,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01
677,94,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
678,95,shelving,shelving,2,shelves,n04190052,shelf.n.01
679,97,shelving,shelving,2,shelves,n04190052,shelf.n.01
680,98,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
681,99,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
682,s__1000,stand,stand,2,night_stand,n04301000,stand.n.04
683,s__1001,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
684,s__1002,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
685,s__1003,coffee_table,table,2,table,n03063968,coffee_table.n.01
686,s__1004,coffee_table,table,2,table,n03063968,coffee_table.n.01
687,s__1005,coffee_table,table,2,table,n03063968,coffee_table.n.01
688,s__1006,coffee_table,table,2,table,n03063968,coffee_table.n.01
689,s__1007,coffee_table,table,2,table,n03063968,coffee_table.n.01
690,s__1008,coffee_table,table,2,table,n03063968,coffee_table.n.01
691,s__1009,coffee_table,table,2,table,n03063968,coffee_table.n.01
692,s__1010,coffee_table,table,2,table,n03063968,coffee_table.n.01
693,s__1011,coffee_table,table,2,table,n03063968,coffee_table.n.01
694,s__1012,coffee_table,table,2,table,n03063968,coffee_table.n.01
695,s__1013,coffee_table,table,2,table,n03063968,coffee_table.n.01
696,s__1014,coffee_table,table,2,table,n03063968,coffee_table.n.01
697,s__1015,coffee_table,table,2,table,n03063968,coffee_table.n.01
698,s__1016,coffee_table,table,2,table,n03063968,coffee_table.n.01
699,s__1017,chair,chair,2,chair,n03001627,chair.n.01
700,s__1018,coffee_table,table,2,table,n03063968,coffee_table.n.01
701,s__1019,chair,chair,2,chair,n03001627,chair.n.01
702,s__1020,desk,desk,2,desk,n03179701,desk.n.01
703,s__1021,desk,desk,2,desk,n03179701,desk.n.01
704,s__1022,desk,desk,2,desk,n03179701,desk.n.01
705,s__1023,desk,desk,2,desk,n03179701,desk.n.01
706,s__1024,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
707,s__1025,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
708,s__1026,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
709,s__1027,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
710,s__1028,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
711,s__1029,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
712,s__1030,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
713,s__1031,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
714,s__1032,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
715,s__1033,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
716,s__1034,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
717,s__1035,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
718,s__1036,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
719,s__1037,coffee_table,table,2,table,n03063968,coffee_table.n.01
720,s__1038,chair,chair,2,chair,n03001627,chair.n.01
721,s__1039,chair,chair,2,chair,n03001627,chair.n.01
722,s__1040,chair,chair,2,chair,n03001627,chair.n.01
723,s__1041,kitchen_set,kitchen_set,2,counter,-,-
724,s__1042,kitchen_set,kitchen_set,2,counter,-,-
725,s__1043,kitchen_set,kitchen_set,2,counter,-,-
726,s__1044,kitchen_set,kitchen_set,2,counter,-,-
727,s__1045,kitchen_set,kitchen_set,2,counter,-,-
728,s__1046,kitchen_set,kitchen_set,2,counter,-,-
729,s__1047,kitchen_set,kitchen_set,2,counter,-,-
730,s__1048,kitchen_set,kitchen_set,2,counter,-,-
731,s__1049,kitchen_set,kitchen_set,2,counter,-,-
732,s__1050,kitchen_set,kitchen_set,2,counter,-,-
733,s__1051,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
734,s__1052,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
735,s__1053,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
736,s__1054,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
737,s__1055,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
738,s__1056,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
739,s__1057,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
740,s__1058,range_oven,kitchen_appliance,2,counter,n04330340,stove.n.01
741,s__1059,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
742,s__1060,range_hood,kitchen_appliance,2,counter,n04053677,range_hood.n.01
743,s__1061,shelving,shelving,2,shelves,n04190052,shelf.n.01
744,s__1062,chair,chair,2,chair,n03001627,chair.n.01
745,s__1063,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
746,s__1064,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
747,s__1065,kitchen_set,kitchen_set,2,counter,-,-
748,s__1066,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
749,s__1067,sofa,sofa,2,sofa,n04256520,sofa.n.01
750,s__1068,stand,stand,2,night_stand,n04301000,stand.n.04
751,s__1069,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
752,s__1070,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
753,s__1071,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
754,s__1072,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
755,s__1073,dining_table,table,2,table,n04379243,table.n.02
756,s__1074,chair,chair,2,chair,n03001627,chair.n.01
757,s__1075,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
758,s__1076,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
759,s__1077,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
760,s__1078,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
761,s__1079,dining_table,table,2,table,n04379243,table.n.02
762,s__1080,chair,chair,2,chair,n03001627,chair.n.01
763,s__1081,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
764,s__1082,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
765,s__1083,chair,chair,2,chair,n03001627,chair.n.01
766,s__1084,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
767,s__1085,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
768,s__1086,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01
769,s__1087,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
770,s__1088,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01
771,s__1089,sofa,sofa,2,sofa,n04256520,sofa.n.01
772,s__1090,rug,rug,2,floor_mat,n04118021,rug.n.01
773,s__1091,candle,candle,2,lamp,n02948072,candle.n.01
774,s__1092,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
775,s__1093,armchair,chair,2,chair,n02738535,armchair.n.01
776,s__1094,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01
777,s__1095,shelving,shelving,2,shelves,n04190052,shelf.n.01
778,s__1096,dining_table,table,2,table,n04379243,table.n.02
779,s__1097,sofa,sofa,2,sofa,n04256520,sofa.n.01
780,s__1098,dining_table,table,2,table,n04379243,table.n.02
781,s__1099,coffee_table,table,2,table,n03063968,coffee_table.n.01
782,s__1100,coffee_table,table,2,table,n03063968,coffee_table.n.01
783,s__1101,chair,chair,2,chair,n03001627,chair.n.01
784,s__1102,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
785,s__1103,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
786,s__1104,coffee_table,table,2,table,n03063968,coffee_table.n.01
787,s__1105,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01
788,s__1106,coffee_table,table,2,table,n03063968,coffee_table.n.01
789,s__1107,coffee_table,table,2,table,n03063968,coffee_table.n.01
790,s__1108,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
791,s__1109,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
792,s__1110,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01
793,s__1111,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01
794,s__1112,sofa,sofa,2,sofa,n04256520,sofa.n.01
795,s__1113,armchair,chair,2,chair,n02738535,armchair.n.01
796,s__1114,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01
797,s__1115,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01
798,s__1116,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01
799,s__1117,chair,chair,2,chair,n03001627,chair.n.01
800,s__1118,coffee_table,table,2,table,n03063968,coffee_table.n.01
801,s__1119,dining_table,table,2,table,n04379243,table.n.02
802,s__1120,dining_table,table,2,table,n04379243,table.n.02
803,s__1121,chair,chair,2,chair,n03001627,chair.n.01
804,s__1122,coffee_table,table,2,table,n03063968,coffee_table.n.01
805,s__1123,chair,chair,2,chair,n03001627,chair.n.01
806,s__1124,chair,chair,2,chair,n03001627,chair.n.01
807,s__1125,armchair,chair,2,chair,n02738535,armchair.n.01
808,s__1126,sofa,sofa,2,sofa,n04256520,sofa.n.01
809,s__1127,sofa,sofa,2,sofa,n04256520,sofa.n.01
810,s__1128,candle,candle,2,lamp,n02948072,candle.n.01
811,s__1129,ceiling_fan,fan,2,otherprop,n03320046,fan.n.01
812,s__1130,coffee_table,table,2,table,n03063968,coffee_table.n.01
813,s__1131,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01
814,s__1132,sink,sink,2,sink,n04223580,sink.n.01
815,s__1133,chair,chair,2,chair,n03001627,chair.n.01
816,s__1134,shelving,shelving,2,shelves,n04190052,shelf.n.01
817,s__1135,coffee_table,table,2,table,n03063968,coffee_table.n.01
818,s__1136,toilet,toilet,2,toilet,n04446276,toilet.n.01
819,s__1137,toy,toy,2,otherprop,n03964744,plaything.n.01
820,s__1138,toilet,toilet,2,toilet,n04446276,toilet.n.01
821,s__1139,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
822,s__1140,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02
823,s__1141,range_oven_with_hood,kitchen_appliance,2,refridgerator,n04330340,stove.n.01
